event_date,mkt_medium,unique_visitors,product_visitors,segment_visitors,rfqs,sales
2018-04-16,display,92,0,0,0,0
2018-04-19,display,92,1,1,1,0
2018-04-21,display,92,0,0,0,0
2017-04-21,social,92,2,0,0,0
2018-04-18,display,92,0,0,0,0
2018-04-15,display,92,1,1,1,1
2017-08-26,social,92,5,1,1,1
2017-11-26,social,91,2,0,0,0
2018-06-03,social,91,3,2,2,0
2017-08-18,social,91,3,2,1,0
2018-03-13,affiliate,90,60,38,34,5
2017-08-17,social,90,3,2,2,0
2018-03-20,affiliate,90,52,38,41,12
2018-05-05,display,90,1,0,0,0
2017-08-19,social,90,1,0,0,0
2017-12-13,social,89,2,1,0,0
2017-12-25,,88,4,11,10,0
2017-11-12,social,88,0,0,0,0
2017-03-20,social,87,0,0,0,0
2017-01-13,affiliate,87,33,16,15,5
2018-05-12,display,87,3,0,0,0
2017-03-05,social,87,2,2,2,0
2017-06-01,social,86,3,0,1,0
2018-01-29,affiliate,86,57,44,33,8
2017-12-07,social,86,0,0,0,0
2018-02-19,affiliate,86,52,38,39,7
2017-06-26,affiliate,86,46,37,29,4
2017-12-04,social,86,2,1,0,0
2018-02-12,affiliate,86,58,47,40,7
2017-02-10,social,85,4,4,2,0
2017-11-02,affiliate,85,53,35,24,4
2017-08-08,affiliate,84,40,28,23,4
2017-03-10,social,84,5,1,1,1
2017-10-17,affiliate,84,45,36,32,9
2017-09-05,affiliate,84,55,38,31,9
2017-12-08,social,83,2,1,1,0
2018-01-31,affiliate,83,55,41,36,6
2017-07-19,affiliate,83,49,34,25,6
2018-01-19,social,83,6,6,4,0
2018-05-31,social,83,4,2,2,1
2018-03-07,affiliate,83,55,34,31,7
2018-01-30,affiliate,83,57,48,47,13
2017-06-27,affiliate,82,49,42,35,5
2018-05-06,display,82,1,0,0,0
2017-02-18,social,82,0,0,0,0
2018-02-08,affiliate,82,56,38,34,5
2018-04-22,display,82,1,0,0,0
2018-04-05,social,82,4,1,2,1
2017-05-08,social,82,2,1,2,0
2017-09-06,affiliate,82,57,41,37,9
2017-07-18,affiliate,82,53,41,35,5
2018-04-15,social,82,2,1,1,0
2018-01-08,affiliate,81,48,38,32,10
2017-12-15,social,81,1,1,1,0
2018-03-19,affiliate,81,49,32,29,1
2017-11-29,social,81,3,3,2,1
2017-03-27,social,80,2,2,2,1
2017-10-31,affiliate,80,50,35,27,4
2017-09-18,affiliate,80,44,31,23,6
2017-07-03,affiliate,80,43,36,32,4
2017-05-06,social,79,1,1,1,0
2018-04-25,social,79,3,2,2,1
2017-04-03,social,78,2,1,1,0
2018-05-04,social,78,4,3,3,1
2017-06-20,affiliate,78,45,25,22,8
2017-04-15,social,78,2,2,0,0
2017-05-07,social,78,1,1,1,1
2018-05-08,display,78,3,0,0,0
2017-07-26,affiliate,78,42,29,23,5
2017-10-24,social,78,8,6,1,0
2018-03-06,affiliate,78,49,35,32,7
2017-07-20,affiliate,78,46,33,27,7
2017-06-05,social,77,5,4,3,0
2017-11-15,social,77,4,2,2,0
2018-01-22,affiliate,77,53,35,28,6
2018-04-04,social,77,1,0,1,0
2018-01-03,affiliate,77,43,37,39,12
2017-10-30,affiliate,77,50,40,32,8
2017-10-07,social,77,1,0,0,0
2017-11-01,affiliate,77,52,41,35,11
2017-10-19,affiliate,77,43,26,19,2
2017-10-04,affiliate,77,49,34,31,6
2017-07-25,affiliate,77,47,31,32,9
2018-01-10,affiliate,77,49,36,31,7
2018-02-01,affiliate,76,43,30,33,4
2018-01-03,social,76,3,1,0,0
2017-10-16,affiliate,76,51,37,36,7
2017-08-07,affiliate,76,42,23,22,4
2017-07-24,affiliate,76,45,31,26,6
2018-02-26,affiliate,76,53,41,41,7
2018-03-08,affiliate,76,48,29,18,7
2017-05-25,social,75,6,4,3,0
2017-04-26,social,75,3,2,1,0
2017-07-26,social,75,7,2,1,0
2017-10-13,social,75,4,2,3,0
2018-04-20,social,75,3,3,0,0
2018-01-04,affiliate,75,46,38,32,12
2018-02-05,affiliate,75,45,40,30,10
2017-11-07,affiliate,75,43,36,36,3
2017-10-23,affiliate,75,48,32,33,7
2017-11-08,affiliate,74,55,41,33,8
2017-07-10,affiliate,74,42,33,28,7
2017-11-27,social,74,4,2,1,1
2017-12-05,social,74,5,3,1,0
2018-04-04,affiliate,74,49,29,28,6
2017-08-06,social,74,1,1,1,0
2018-03-15,affiliate,74,46,30,28,7
2017-07-04,affiliate,74,46,36,36,7
2017-08-25,affiliate,73,40,20,17,4
2018-04-09,affiliate,73,47,30,27,5
2018-01-18,affiliate,73,53,35,32,12
2017-12-02,social,73,0,0,0,0
2017-10-17,social,73,4,2,2,0
2018-01-25,affiliate,73,49,40,29,7
2017-01-01,email,73,20,8,8,4
2017-06-28,affiliate,73,46,33,33,4
2017-09-04,affiliate,72,51,32,30,4
2018-01-05,affiliate,72,41,28,25,5
2018-01-26,affiliate,72,40,30,23,6
2017-03-01,social,72,2,1,1,0
2017-05-30,social,72,4,2,2,1
2017-10-05,affiliate,72,44,35,37,6
2017-10-06,affiliate,72,42,24,22,4
2018-01-17,affiliate,72,49,38,37,8
2017-09-12,affiliate,71,47,37,29,6
2018-04-13,social,71,4,3,3,1
2018-02-27,affiliate,71,49,28,27,6
2018-06-01,social,71,1,1,0,0
2017-10-03,social,71,6,2,1,0
2017-11-15,affiliate,71,40,32,25,7
2018-01-09,affiliate,71,46,38,36,8
2017-04-17,social,71,2,0,0,0
2017-08-23,affiliate,70,54,32,36,10
2018-03-05,affiliate,70,43,34,26,5
2018-01-02,affiliate,70,43,34,34,7
2018-01-21,display,70,5,3,4,2
2017-04-04,social,70,5,2,1,1
2017-11-22,affiliate,70,47,31,25,4
2017-05-15,social,70,2,2,2,0
2017-03-28,affiliate,70,50,44,38,10
2018-01-21,social,70,2,2,2,0
2017-04-13,social,70,0,0,0,0
2017-08-17,affiliate,70,39,28,29,9
2018-02-06,affiliate,69,43,37,36,4
2017-12-12,social,69,4,2,2,1
2017-11-05,social,69,2,2,2,0
2018-03-14,affiliate,69,42,26,20,3
2017-05-31,social,69,1,0,2,0
2018-01-16,affiliate,69,43,34,40,5
2017-03-01,affiliate,69,57,33,27,6
2017-06-29,affiliate,69,41,31,26,2
2017-11-09,affiliate,69,46,32,29,4
2018-02-22,affiliate,69,40,30,27,4
2017-10-27,social,68,9,6,4,0
2017-10-10,affiliate,68,43,31,25,9
2017-12-11,affiliate,68,43,31,28,8
2017-09-21,social,68,2,2,2,0
2017-06-19,affiliate,68,35,31,32,8
2017-11-06,affiliate,68,46,39,35,3
2017-04-10,social,68,0,0,0,0
2017-03-20,affiliate,68,49,37,36,7
2017-02-09,social,68,2,2,2,1
2017-05-22,affiliate,68,38,26,26,8
2018-01-19,affiliate,68,42,31,29,7
2017-10-03,affiliate,67,45,32,33,7
2017-09-19,social,67,3,3,3,0
2017-02-15,social,67,3,3,2,0
2018-01-14,social,67,0,0,0,0
2018-05-27,social,67,1,1,1,0
2017-08-03,affiliate,67,40,28,26,9
2017-05-19,social,67,1,0,0,0
2018-01-12,affiliate,67,50,42,33,7
2017-11-13,affiliate,67,44,34,32,5
2018-04-03,affiliate,67,43,26,23,5
2017-08-05,social,67,0,0,0,0
2017-12-06,social,67,1,0,1,0
2018-03-02,affiliate,66,42,30,28,6
2017-05-02,affiliate,66,47,35,31,9
2017-05-12,social,66,2,1,0,0
2018-02-23,affiliate,66,34,25,27,2
2017-04-22,social,66,2,0,0,0
2017-07-11,affiliate,66,38,26,27,3
2017-07-27,affiliate,66,36,24,24,3
2017-11-21,affiliate,66,50,30,32,11
2017-07-21,affiliate,66,34,21,21,4
2017-09-11,affiliate,66,41,29,30,7
2018-01-20,social,66,2,2,2,0
2017-08-15,affiliate,66,40,29,28,7
2017-04-23,social,65,3,2,1,1
2017-05-16,social,65,1,1,1,0
2017-08-14,affiliate,65,40,34,28,7
2017-09-26,affiliate,65,32,25,27,6
2018-02-13,affiliate,65,49,36,36,9
2018-01-13,social,65,1,1,0,0
2017-12-19,social,65,0,0,0,0
2017-05-15,affiliate,65,42,28,19,5
2018-04-16,affiliate,65,39,27,19,3
2017-08-02,affiliate,65,39,27,25,4
2017-10-24,affiliate,65,44,35,30,9
2017-08-01,affiliate,65,42,28,28,4
2017-11-20,affiliate,65,47,34,35,8
2017-09-19,affiliate,64,31,26,28,12
2017-09-25,affiliate,64,42,31,32,8
2017-01-25,affiliate,64,49,30,24,5
2018-02-07,affiliate,64,43,29,24,3
2017-08-29,affiliate,64,40,25,20,5
2017-04-26,affiliate,64,28,22,23,5
2017-06-06,affiliate,64,38,28,27,6
2017-05-09,affiliate,64,38,28,25,7
2017-07-17,affiliate,64,47,32,29,7
2018-03-01,affiliate,64,30,24,23,8
2017-10-18,affiliate,64,28,21,19,6
2018-05-03,social,63,5,2,2,1
2017-10-15,affiliate,63,30,20,11,2
2017-06-13,affiliate,63,35,25,22,4
2017-07-05,affiliate,63,42,31,30,7
2017-07-12,affiliate,63,35,26,31,4
2017-07-13,affiliate,63,42,33,35,9
2018-01-11,affiliate,63,40,32,31,6
2018-02-21,affiliate,63,48,35,31,3
2017-07-22,affiliate,63,32,16,9,1
2018-04-10,affiliate,63,44,27,17,5
2017-04-04,affiliate,63,46,39,35,8
2018-03-21,affiliate,63,38,27,35,14
2018-04-30,affiliate,63,40,23,23,3
2017-02-02,affiliate,63,55,30,24,4
2017-08-21,affiliate,62,40,31,25,2
2018-02-28,affiliate,62,37,19,17,4
2017-02-27,social,62,3,3,1,1
2018-03-23,affiliate,62,47,27,22,5
2018-04-17,affiliate,62,41,27,27,6
2017-05-04,affiliate,62,38,27,21,4
2017-10-11,affiliate,62,34,26,23,9
2017-10-04,social,62,5,5,4,1
2017-09-28,social,62,1,1,0,0
2017-10-26,social,62,1,1,1,0
2017-03-24,social,62,1,1,1,0
2017-07-06,affiliate,61,41,28,28,1
2018-03-26,affiliate,61,33,25,22,3
2017-04-18,social,61,1,0,0,0
2017-02-16,social,61,2,1,2,0
2017-05-17,affiliate,61,36,30,22,3
2017-04-18,affiliate,61,41,30,30,10
2017-10-20,affiliate,61,35,19,24,4
2017-10-02,social,61,2,0,1,0
2017-06-15,affiliate,61,38,30,27,4
2017-11-14,affiliate,61,39,30,28,6
2017-03-04,social,60,3,3,1,0
2017-07-23,affiliate,60,34,16,14,1
2017-09-29,social,60,0,0,1,0
2017-10-12,affiliate,60,37,27,22,7
2017-08-31,affiliate,60,37,24,20,6
2018-04-23,affiliate,60,35,26,24,6
2018-01-02,social,60,5,3,3,1
2017-10-02,affiliate,60,40,30,27,5
2017-06-05,affiliate,60,45,36,30,5
2018-05-28,social,60,4,2,2,0
2017-08-05,affiliate,60,31,19,14,3
2017-08-26,affiliate,60,28,9,6,0
2017-04-12,social,60,2,1,1,1
2017-03-09,affiliate,60,47,34,22,6
2017-03-13,affiliate,60,53,28,23,5
2018-05-09,display,59,2,0,0,0
2017-03-07,affiliate,59,48,30,34,4
2017-09-07,affiliate,59,39,32,29,8
2017-06-30,affiliate,59,43,29,26,7
2017-06-21,affiliate,59,27,21,18,6
2018-03-09,affiliate,59,37,24,20,7
2018-01-24,affiliate,59,41,32,27,6
2017-09-21,affiliate,59,35,25,20,7
2017-04-29,social,58,2,2,2,0
2017-04-11,social,58,2,1,1,0
2017-03-11,social,58,1,0,0,0
2017-05-18,social,58,4,1,1,0
2018-03-04,affiliate,58,39,26,22,1
2018-02-09,affiliate,58,40,27,25,6
2018-05-02,affiliate,58,42,29,21,2
2018-03-10,affiliate,58,28,17,15,4
2017-09-17,social,58,1,0,0,0
2017-06-02,affiliate,57,29,21,19,5
2017-08-22,affiliate,57,39,28,18,3
2018-02-20,affiliate,57,35,25,27,6
2017-08-28,affiliate,57,30,13,10,4
2017-05-16,affiliate,57,31,21,15,0
2017-03-23,affiliate,57,45,31,29,7
2017-05-08,affiliate,57,38,28,32,7
2017-11-16,affiliate,57,43,39,30,9
2017-08-04,affiliate,57,34,16,15,3
2018-05-17,affiliate,57,39,28,24,3
2017-08-09,affiliate,57,25,18,20,4
2018-01-23,affiliate,57,33,29,28,5
2017-03-22,affiliate,57,32,26,21,2
2018-04-12,affiliate,56,30,22,22,8
2017-01-16,affiliate,56,44,32,27,7
2018-01-07,affiliate,56,37,25,19,2
2017-05-19,affiliate,56,31,25,25,5
2017-10-19,social,56,4,2,2,1
2017-05-05,affiliate,56,31,21,18,1
2017-01-04,affiliate,56,40,27,22,5
2017-07-28,affiliate,56,30,19,19,8
2018-05-23,affiliate,56,33,24,24,5
2017-11-03,affiliate,56,37,29,25,8
2018-03-22,affiliate,56,33,27,25,6
2017-06-01,affiliate,56,37,29,22,5
2017-10-25,affiliate,56,40,25,22,4
2017-06-23,affiliate,56,37,27,23,4
2017-10-13,affiliate,56,29,18,16,4
2017-06-14,social,56,1,0,0,0
2017-09-20,affiliate,56,35,25,25,6
2017-05-30,affiliate,56,40,26,23,10
2017-10-27,affiliate,56,34,22,21,6
2017-02-28,social,56,1,1,1,0
2017-10-23,social,56,4,3,3,0
2017-12-20,affiliate,56,35,22,20,7
2018-04-24,affiliate,56,37,23,27,4
2018-05-21,affiliate,55,37,27,24,7
2017-10-26,affiliate,55,38,29,28,9
2017-09-01,affiliate,55,37,23,16,7
2017-10-08,affiliate,55,25,18,11,1
2017-09-15,affiliate,55,34,23,16,3
2017-06-25,affiliate,55,34,26,23,4
2018-02-02,affiliate,55,37,23,22,7
2017-08-30,affiliate,55,33,26,24,7
2017-12-13,affiliate,55,32,24,20,5
2017-09-08,affiliate,55,31,17,16,8
2018-02-15,affiliate,55,39,31,31,5
2017-07-30,social,54,1,1,0,0
2017-07-07,affiliate,54,31,23,20,1
2017-03-28,social,54,3,2,2,0
2017-10-18,social,54,6,4,3,0
2017-10-05,social,54,2,1,1,0
2017-04-07,social,54,1,1,1,0
2018-04-05,affiliate,54,33,21,19,3
2018-04-03,social,54,1,0,1,1
2018-05-10,affiliate,54,42,30,21,8
2018-04-18,affiliate,54,24,13,13,6
2017-04-12,affiliate,54,33,26,25,8
2017-01-31,affiliate,54,47,24,21,6
2017-07-31,social,54,2,1,1,0
2018-05-15,affiliate,54,29,22,26,5
2017-03-03,affiliate,54,49,30,25,4
2017-04-05,affiliate,54,31,16,14,1
2017-09-29,affiliate,54,37,34,28,9
2017-10-21,affiliate,54,28,18,15,4
2017-12-10,social,54,1,0,0,0
2017-09-24,affiliate,54,30,25,20,0
2017-05-23,affiliate,53,30,20,19,1
2017-05-31,affiliate,53,31,24,22,4
2017-10-15,social,53,6,3,1,0
2017-09-14,affiliate,53,36,29,25,3
2017-06-22,affiliate,53,25,21,18,3
2018-03-03,affiliate,53,27,20,17,1
2017-02-09,affiliate,53,41,21,20,2
2017-05-18,affiliate,53,37,25,25,6
2017-10-30,social,53,5,2,3,2
2017-07-31,affiliate,53,32,20,19,4
2017-06-16,affiliate,53,26,18,14,4
2017-03-31,social,53,7,5,3,1
2018-03-29,affiliate,53,25,18,17,2
2017-01-19,affiliate,52,33,17,19,2
2017-05-02,social,52,4,3,1,0
2017-09-13,affiliate,52,33,27,27,4
2017-05-11,social,52,2,0,1,1
2017-05-03,affiliate,52,27,20,16,2
2018-03-27,affiliate,52,36,20,18,4
2017-05-10,affiliate,52,37,27,25,2
2018-05-29,affiliate,52,35,27,27,5
2017-08-16,affiliate,52,35,24,21,5
2017-12-18,affiliate,52,33,26,21,7
2017-12-09,social,52,2,0,0,0
2017-11-05,affiliate,52,33,28,20,3
2017-07-27,social,52,2,2,2,0
2017-03-21,affiliate,52,41,31,25,7
2017-11-25,social,52,1,1,0,0
2017-01-26,affiliate,51,40,18,14,3
2018-02-14,affiliate,51,36,29,32,4
2017-08-11,affiliate,51,31,23,18,4
2017-03-27,affiliate,51,34,29,22,4
2017-09-27,affiliate,51,29,22,20,3
2017-04-30,social,51,2,2,1,0
2017-11-28,affiliate,51,34,28,24,6
2018-05-08,affiliate,51,36,25,19,3
2017-01-03,affiliate,51,46,30,21,4
2018-04-11,affiliate,51,35,23,20,4
2017-12-05,affiliate,51,34,23,24,4
2017-03-31,affiliate,51,32,21,22,5
2017-08-03,social,50,2,1,2,1
2017-03-02,social,50,1,0,1,1
2017-08-04,social,50,2,0,0,0
2017-03-06,affiliate,50,39,27,26,7
2017-02-17,social,50,2,1,0,0
2017-04-24,affiliate,50,33,24,16,3
2017-03-16,affiliate,50,34,20,18,2
2017-02-28,affiliate,50,39,17,15,4
2017-04-03,affiliate,50,41,25,21,4
2017-11-04,affiliate,50,30,20,18,3
2017-11-06,social,50,4,2,2,0
2018-01-14,affiliate,50,35,28,24,3
2017-06-08,affiliate,50,37,29,27,9
2018-02-10,affiliate,50,28,23,22,0
2018-01-21,affiliate,50,37,22,19,8
2017-07-15,affiliate,50,30,20,14,4
2018-05-22,affiliate,49,31,21,21,6
2017-09-22,affiliate,49,32,26,21,1
2018-05-30,affiliate,49,33,24,20,6
2017-03-08,affiliate,49,41,24,19,2
2018-04-25,affiliate,49,32,17,16,4
2017-05-01,social,49,1,1,2,0
2017-11-23,affiliate,49,31,19,17,6
2017-04-13,affiliate,49,29,17,13,3
2017-05-11,affiliate,49,26,24,24,4
2018-05-16,affiliate,49,34,25,19,4
2017-12-01,affiliate,49,25,17,18,7
2017-12-03,social,48,0,0,0,0
2017-03-14,affiliate,48,45,28,23,6
2017-06-02,social,48,2,2,1,1
2018-04-19,affiliate,48,28,19,20,11
2017-05-12,affiliate,48,27,23,24,7
2017-01-17,affiliate,48,42,25,24,6
2017-11-10,affiliate,48,31,23,30,12
2017-07-30,affiliate,48,32,20,16,1
2017-03-02,affiliate,48,44,24,17,6
2017-12-12,affiliate,48,35,26,27,5
2017-04-25,affiliate,48,36,26,25,3
2017-01-05,affiliate,48,36,19,19,3
2017-08-24,affiliate,48,25,12,12,1
2018-03-28,affiliate,47,29,23,20,2
2018-01-17,display,47,3,3,1,0
2017-06-12,affiliate,47,33,25,26,5
2018-03-11,affiliate,47,28,18,11,2
2017-10-25,social,47,3,3,1,0
2018-05-01,affiliate,47,31,25,18,5
2018-04-07,display,47,1,1,1,0
2017-04-06,affiliate,47,31,21,16,2
2017-12-07,affiliate,47,31,24,23,7
2018-01-27,affiliate,47,35,23,18,4
2018-02-16,affiliate,47,33,23,19,5
2017-04-27,affiliate,46,30,22,20,10
2017-10-22,social,46,1,0,0,0
2017-06-07,affiliate,46,30,21,19,2
2018-03-17,display,46,3,1,1,0
2018-04-02,affiliate,46,27,16,19,3
2017-04-19,social,46,2,1,2,1
2017-10-29,affiliate,46,21,16,17,4
2018-05-09,affiliate,46,34,26,25,3
2017-08-06,affiliate,46,27,16,10,1
2017-03-15,affiliate,46,41,24,22,4
2018-04-22,affiliate,46,24,13,11,3
2017-12-14,affiliate,46,34,22,25,7
2017-02-07,affiliate,46,32,19,14,2
2017-04-20,affiliate,46,27,20,19,1
2017-07-02,affiliate,46,24,19,17,3
2017-03-29,affiliate,46,33,29,30,4
2017-02-08,affiliate,45,30,17,13,3
2017-10-14,social,45,5,3,0,0
2018-04-02,display,45,0,0,1,0
2018-04-02,social,45,4,2,3,0
2018-01-06,affiliate,45,30,20,21,6
2018-01-16,display,45,3,2,3,1
2017-08-18,affiliate,45,22,11,15,4
2017-10-29,social,45,1,0,0,0
2017-04-10,affiliate,44,30,24,27,3
2018-04-28,social,44,1,0,0,0
2017-07-01,affiliate,44,29,22,23,6
2018-05-14,affiliate,44,30,22,19,3
2017-10-06,social,44,5,4,5,0
2017-04-19,affiliate,44,29,20,20,4
2018-05-07,social,44,2,2,1,0
2018-04-21,social,44,0,0,0,0
2018-03-18,affiliate,44,31,19,17,4
2017-12-19,affiliate,44,33,23,22,5
2018-04-06,affiliate,44,27,16,12,3
2017-01-23,affiliate,44,40,25,15,0
2017-06-09,affiliate,44,30,20,14,0
2017-11-27,affiliate,44,29,21,20,4
2018-05-18,affiliate,44,23,22,18,5
2017-03-05,affiliate,44,37,25,21,4
2017-04-11,affiliate,44,27,16,13,4
2017-05-03,social,44,3,2,3,0
2018-04-14,social,43,0,0,0,0
2017-12-04,affiliate,43,32,20,21,4
2017-01-27,affiliate,43,30,17,16,2
2017-10-16,social,43,3,1,0,0
2018-03-16,affiliate,43,25,19,15,4
2017-08-10,affiliate,43,22,15,16,6
2017-01-10,affiliate,43,37,17,14,5
2017-08-13,affiliate,43,21,15,11,2
2018-01-28,affiliate,43,25,17,13,3
2018-04-01,social,43,1,1,1,0
2017-03-30,social,43,3,2,2,1
2018-04-27,affiliate,43,33,23,19,4
2018-04-07,affiliate,43,23,12,9,0
2017-11-29,affiliate,43,30,20,24,7
2017-02-17,affiliate,42,35,17,15,1
2017-10-22,affiliate,42,17,15,12,2
2017-11-17,affiliate,42,27,19,15,4
2018-05-24,affiliate,42,29,22,21,2
2017-04-01,affiliate,42,24,15,13,6
2017-05-26,social,42,2,2,3,1
2017-08-02,social,42,3,2,1,0
2017-05-13,social,42,2,2,2,0
2018-05-04,affiliate,42,30,21,20,2
2018-05-03,affiliate,42,26,24,22,4
2017-03-29,social,42,3,0,0,0
2017-08-20,affiliate,42,24,17,16,2
2017-03-30,affiliate,42,27,18,16,1
2017-06-14,affiliate,42,24,19,16,0
2017-04-14,social,42,3,1,1,1
2017-02-11,social,42,0,0,0,0
2018-05-31,affiliate,42,32,25,26,6
2018-04-01,affiliate,41,18,8,8,2
2018-02-11,affiliate,41,28,20,12,2
2017-10-20,social,41,3,2,2,0
2017-02-06,affiliate,41,30,17,20,4
2018-02-18,affiliate,41,23,18,17,1
2017-07-09,affiliate,41,24,13,10,3
2017-07-14,affiliate,41,28,24,22,10
2017-02-01,affiliate,41,33,18,16,6
2018-04-13,affiliate,41,22,14,14,2
2017-12-08,affiliate,41,22,14,15,4
2018-04-26,affiliate,41,30,25,22,2
2017-12-15,affiliate,41,21,15,12,4
2017-09-23,social,41,2,1,1,0
2017-05-24,affiliate,41,26,16,18,3
2018-04-04,display,41,3,2,2,0
2017-05-21,affiliate,40,22,18,14,1
2017-08-19,affiliate,40,23,12,8,2
2017-02-20,affiliate,40,28,18,19,3
2017-08-01,social,40,2,0,0,0
2017-01-06,affiliate,40,30,12,12,4
2017-01-30,affiliate,40,34,18,11,2
2017-12-06,affiliate,40,27,23,20,4
2017-12-30,social,40,1,0,0,0
2017-05-20,affiliate,40,24,17,11,1
2018-06-01,affiliate,40,25,18,16,3
2018-04-03,display,40,1,0,0,0
2017-11-30,affiliate,40,30,23,23,4
2017-10-31,social,40,1,1,1,0
2017-06-24,affiliate,40,24,15,11,2
2018-03-17,affiliate,39,28,21,20,4
2017-05-22,social,39,3,2,1,1
2017-03-24,affiliate,39,24,18,13,6
2017-10-07,affiliate,39,20,17,13,3
2017-05-05,social,39,4,1,0,0
2017-01-24,affiliate,39,32,17,14,2
2017-12-21,affiliate,39,23,13,15,5
2017-03-12,affiliate,39,32,17,12,2
2018-01-19,display,39,2,2,2,0
2017-11-03,social,39,3,1,1,0
2017-02-16,affiliate,39,29,16,16,3
2017-07-08,affiliate,39,23,16,8,2
2017-07-16,affiliate,39,24,16,14,3
2017-05-14,social,39,2,0,0,0
2017-01-18,affiliate,39,28,16,15,4
2017-02-26,social,39,5,4,3,3
2018-03-30,affiliate,39,26,17,15,6
2017-11-24,affiliate,38,28,25,19,6
2017-09-22,social,38,1,1,1,0
2017-05-06,affiliate,38,22,17,14,1
2018-01-20,affiliate,38,23,14,13,2
2018-04-20,affiliate,38,21,12,16,2
2017-09-09,affiliate,38,29,21,18,5
2017-06-12,social,38,3,1,0,0
2017-05-25,affiliate,38,30,22,22,6
2017-04-07,affiliate,38,26,22,19,2
2017-05-27,affiliate,38,27,19,16,5
2017-09-23,affiliate,38,21,14,14,4
2017-07-29,affiliate,38,25,20,16,2
2017-05-01,affiliate,38,29,21,16,2
2017-09-28,affiliate,37,21,15,16,6
2017-06-17,affiliate,37,17,14,12,0
2018-02-24,affiliate,37,17,12,9,2
2017-05-24,social,37,2,0,1,0
2017-02-25,social,37,0,0,0,0
2018-04-08,affiliate,37,27,12,9,2
2018-01-18,display,37,2,1,0,0
2017-02-15,affiliate,37,29,15,17,2
2017-05-29,social,37,2,2,1,1
2017-02-10,affiliate,37,32,20,15,2
2017-03-19,affiliate,37,23,16,11,0
2018-05-28,affiliate,37,15,14,11,3
2017-11-11,affiliate,37,23,16,15,1
2017-08-12,affiliate,37,26,18,11,2
2017-08-27,affiliate,36,16,7,8,0
2017-05-29,affiliate,36,23,15,15,3
2017-12-28,affiliate,36,24,18,16,2
2018-01-20,display,36,2,1,1,0
2017-02-13,affiliate,36,30,22,20,2
2017-04-21,affiliate,36,24,20,20,4
2017-01-09,affiliate,36,32,17,16,4
2017-02-27,affiliate,36,25,15,15,8
2018-05-19,social,36,0,0,0,0
2018-01-13,affiliate,36,27,18,16,2
2017-04-17,affiliate,36,19,13,11,1
2017-02-14,affiliate,36,31,17,15,1
2017-04-01,social,36,5,4,4,1
2017-05-13,affiliate,36,19,16,13,2
2017-09-03,affiliate,35,19,13,12,2
2018-04-29,affiliate,35,21,13,10,0
2017-04-02,affiliate,35,14,9,8,2
2017-07-29,social,35,2,1,1,0
2017-09-10,affiliate,35,23,16,12,3
2018-04-28,affiliate,35,18,9,10,2
2018-05-11,affiliate,35,21,16,17,4
2017-12-30,affiliate,35,21,15,12,2
2017-04-16,social,35,1,1,1,0
2017-12-29,affiliate,35,26,22,18,5
2018-05-13,affiliate,35,27,22,17,3
2018-04-21,affiliate,35,23,15,13,3
2017-03-25,social,35,2,1,1,0
2018-01-01,affiliate,34,25,17,18,6
2017-02-22,affiliate,34,29,19,16,2
2017-06-18,affiliate,34,15,13,6,0
2017-02-04,affiliate,34,24,13,9,0
2018-05-25,affiliate,34,21,14,12,4
2017-10-28,affiliate,34,14,11,7,1
2017-10-14,affiliate,34,22,13,11,7
2017-03-10,affiliate,33,27,18,13,4
2017-12-28,social,33,3,2,2,2
2017-12-01,social,33,2,2,0,0
2017-11-18,affiliate,33,17,12,11,3
2018-06-04,cpc,33,14,10,10,3
2017-02-21,affiliate,33,22,13,13,2
2017-02-05,affiliate,33,23,11,10,1
2017-06-11,affiliate,33,20,18,10,0
2017-06-10,affiliate,33,18,14,13,2
2017-11-26,affiliate,33,20,16,11,4
2017-05-04,social,33,1,1,2,2
2018-02-04,affiliate,33,20,15,14,1
2017-01-29,affiliate,33,28,20,15,1
2018-03-24,affiliate,33,20,14,10,0
2018-03-25,affiliate,33,21,14,11,3
2017-06-03,affiliate,33,19,16,17,5
2017-06-09,social,32,0,0,0,0
2017-05-26,affiliate,32,17,13,16,2
2018-03-31,affiliate,32,22,16,13,1
2017-09-02,affiliate,32,19,12,11,3
2017-02-03,affiliate,32,22,12,10,0
2017-01-20,affiliate,32,24,17,16,4
2018-02-03,affiliate,32,22,13,11,3
2017-03-17,affiliate,32,20,17,13,1
2017-01-22,affiliate,32,23,15,10,2
2018-06-03,affiliate,32,19,13,14,2
2017-11-12,affiliate,32,19,13,11,3
2017-06-10,social,31,2,2,0,0
2017-09-30,affiliate,31,22,13,11,0
2018-04-09,display,31,1,0,0,0
2017-01-15,affiliate,31,22,11,8,1
2017-04-28,affiliate,31,21,14,14,2
2017-02-18,affiliate,31,24,13,10,1
2018-05-26,affiliate,31,20,12,9,2
2017-09-16,affiliate,31,16,11,13,3
2017-04-09,affiliate,31,21,16,10,2
2017-09-24,social,31,0,0,0,0
2018-04-14,affiliate,30,15,10,11,2
2017-10-21,social,30,2,2,1,0
2018-05-06,social,30,3,3,2,1
2017-02-12,affiliate,30,25,19,15,2
2017-01-08,affiliate,30,22,12,9,3
2017-09-17,affiliate,30,23,18,13,6
2018-02-17,affiliate,30,19,16,13,2
2017-12-27,affiliate,30,21,15,14,1
